"id","UMAP1","UMAP2","cell_type","Datatype"
"Cell96_1",-1.77056828104135,-2.09120828059539,"1","A"
"Cell97_1",3.70152148410955,-0.9403566255755,"2","A"
"Cell98_1",-3.464462027829,-3.02723670341191,"1","A"
"Cell99_1",3.21548212283303,-0.8092839537423,"2","A"
"Cell100_1",-0.0963853657853986,3.61459893472469,"3","A"
"Cell101_1",0.156945248864435,3.93153816733889,"3","A"
"Cell102_1",2.88996585126003,-0.149105372447702,"2","A"
"Cell103_1",2.54318043635197,0.0377060435028262,"2","A"
"Cell104_1",2.96308868396277,-1.00851856399267,"2","A"
"Cell105_1",-2.43914867561567,-1.86572727219278,"1","A"
"Cell106_1",-1.90559878720877,-1.47758831259323,"1","A"
"Cell107_1",1.61813379738414,2.41682333014757,"3","A"
"Cell108_1",1.9553942775875,-0.677276778745973,"2","A"
"Cell109_1",-2.05693824584677,-2.10639259628765,"1","A"
"Cell110_1",1.34845813406034,2.00848405037892,"3","A"
"Cell111_1",-1.71275508519597,-2.33721052839093,"1","A"
"Cell112_1",-3.3354279869599,-2.86138334793119,"1","A"
"Cell113_1",-2.29186850383886,-1.39756089147135,"1","A"
"Cell114_1",1.15156315653246,2.96339714862984,"3","A"
"Cell115_1",3.7446536396385,1.03882480626714,"2","A"
"Cell116_1",1.29305738022927,-0.498716122025816,"2","A"
"Cell117_1",0.71882612523293,0.683202777383298,"3","A"
"Cell118_1",0.640023028735636,1.1683110664963,"3","A"
"Cell119_1",-2.73119390749418,-2.75008793698179,"1","A"
"Cell120_1",2.19250009697723,2.01023416994784,"3","A"
"Cell121_1",-0.648851354200545,1.57810603733309,"3","A"
"Cell122_1",-1.86877292896313,-2.61479506447239,"1","A"
"Cell123_1",2.41050298277806,-0.952790189984044,"2","A"
"Cell124_1",-0.648151865964594,0.978406921224374,"3","A"
"Cell125_1",-0.314551483468677,1.44581429621471,"3","A"
"Cell126_1",1.50379746720304,-1.38576382880095,"2","A"
"Cell127_1",1.4347233216162,2.95047138529058,"3","A"
"Cell128_1",-2.24900255152759,-0.735548297907394,"1","A"
"Cell129_1",-1.38519172126176,-1.63829502847447,"1","A"
"Cell130_1",0.111496002933181,1.53852405121965,"3","A"
"Cell131_1",-2.55633948278321,-2.03265628446512,"1","A"
"Cell132_1",-0.889529545231724,1.95733104309348,"3","A"
"Cell133_1",-1.32233716407784,-2.77886789235987,"1","A"
"Cell134_1",-2.25152667305543,-2.09738938246296,"1","A"
"Cell135_1",-2.60756764734674,-2.1036585058727,"1","A"
"Cell136_1",1.56340213964982,3.12074522178835,"3","A"
"Cell137_1",-2.45685494741545,-2.61405611387055,"1","A"
"Cell138_1",3.82477551362429,0.132094307015177,"2","A"
"Cell139_1",1.37683667292534,3.03454918142056,"3","A"
"Cell140_1",2.26396758260837,-0.534404764517044,"2","A"
"Cell141_1",0.947455299442766,0.505824292980293,"3","A"
"Cell142_1",-2.21290349386927,-1.27946474911914,"1","A"
"Cell143_1",2.7936848253741,0.784975944285304,"2","A"
"Cell144_1",-2.99190610177103,-0.440237382532658,"1","A"
"Cell145_1",1.21742753147413,1.8468137328599,"3","A"
"Cell146_1",-2.14683784208219,-2.01085724774701,"1","A"
"Cell147_1",-0.0970659539520988,3.4767870108708,"3","A"
"Cell148_1",-2.79428219740042,-1.75154190352572,"1","A"
"Cell149_1",0.46105595792533,-0.931172596342412,"2","A"
"Cell150_1",3.17422615956528,-0.265265990438316,"2","A"
"Cell151_1",-2.50099958291247,-1.52664253065759,"1","A"
"Cell152_1",-2.88655979169313,-0.550986985292001,"1","A"
"Cell153_1",-1.26937646468066,-1.59581948015379,"1","A"
"Cell154_1",-0.82836858813859,2.8392798242138,"3","A"
"Cell155_1",0.25084885495597,0.926639280535583,"3","A"
"Cell156_1",3.89414777333842,-0.730823597697804,"2","A"
"Cell157_1",-1.70990896814698,-0.968474687238975,"1","A"
"Cell158_1",2.33893149363135,2.32593690070336,"3","A"
"Cell159_1",1.39660513301026,1.46270361886259,"3","A"
"Cell160_1",1.44549706287658,1.1859405010898,"2","A"
"Cell161_1",-2.64312213435983,-2.20042291713593,"1","A"
"Cell162_1",1.98454436495123,0.536173972890386,"2","A"
"Cell163_1",1.85785387960065,0.829527534607431,"2","A"
"Cell164_1",2.28857498461252,-0.314820242532364,"2","A"
"Cell165_1",0.441924598412161,2.47671923150961,"3","A"
"Cell166_1",-3.27470795168851,-1.54274890404403,"1","A"
"Cell167_1",0.595594961866191,1.84942297390297,"3","A"
"Cell168_1",-1.82580135147521,-2.33946098179061,"1","A"
"Cell169_1",-2.24599790467272,-2.42209209442511,"1","A"
"Cell170_1",-0.038290154262008,1.91252108149983,"3","A"
"Cell171_1",2.37528186516149,-0.30681949074485,"2","A"
"Cell172_1",-3.55589870543109,-0.79635822500507,"1","A"
"Cell173_1",2.70605816232833,-0.864451591340172,"2","A"
"Cell174_1",-0.798359045085425,2.00716001413204,"3","A"
"Cell175_1",-0.81227039222845,2.31223830890974,"3","A"
"Cell176_1",1.40139242023329,-1.51277350977356,"2","A"
"Cell177_1",-1.59253425563059,-2.12456983023949,"1","A"
"Cell178_1",0.116696358291579,3.46706390857546,"3","A"
"Cell179_1",2.02545315053038,-0.896572632769984,"2","A"
"Cell180_1",-3.19333547203959,-2.13408954354029,"1","A"
"Cell181_1",-1.15799244047737,1.69996649774323,"3","A"
"Cell182_1",-1.54165119833471,-2.07359074711528,"1","A"
"Cell183_1",2.3971297823111,1.29909760348826,"2","A"
"Cell184_1",-0.460738695529172,3.35031003623397,"3","A"
"Cell185_1",-2.74869293779091,-1.54616403491749,"1","A"
"Cell186_1",-2.64037222961513,-1.23240065912384,"1","A"
"Cell187_1",0.450464423726982,2.09896279978614,"3","A"
"Cell188_1",3.05335849917562,-1.19799947235655,"2","A"
"Cell189_1",-0.828383386135775,1.47472411815365,"3","A"
"Cell190_1",-3.02786263686693,-0.742559527228759,"1","A"
"Cell191_1",-0.277793782699311,3.29815342454928,"3","A"
"Cell192_1",1.77308606440779,1.9424568268116,"3","A"
"Cell193_1",0.696633294848166,3.12634458602245,"3","A"
"Cell194_1",-0.00651593822031105,0.200971737183388,"3","A"
"Cell195_1",-2.30346679849604,-1.39899600827468,"1","A"
"Cell196_1",3.61936703747575,-1.08392228940532,"2","A"
"Cell197_1",1.13138420714092,-1.16944844412576,"2","A"
"Cell198_1",1.44009219873205,-1.84404902555428,"2","A"
"Cell199_1",1.52886450224481,0.225413382920517,"2","A"
"Cell200_1",2.74718724193976,-0.365293933429685,"2","A"
"Cell201_1",0.153055125190126,1.74758201717449,"3","A"
"Cell202_1",-1.4620031731141,2.75453096791526,"3","A"
"Cell203_1",-3.75147199687798,-1.25085172087182,"1","A"
"Cell204_1",-2.21345074722519,-2.72528667425221,"1","A"
"Cell205_1",-3.06765064211458,-1.59997589330611,"1","A"
"Cell206_1",2.65013903987772,-1.43107467373235,"2","A"
"Cell207_1",-0.719168128748903,2.33926564175063,"3","A"
"Cell208_1",-1.4352201221128,-1.17643220085582,"1","A"
"Cell209_1",1.01981180250984,1.89237111037141,"3","A"
"Cell210_1",-3.34702167000959,-1.40487401597715,"1","A"
"Cell211_1",2.38646055715835,0.405525983626237,"2","A"
"Cell212_1",-3.5109673100592,-1.36562598796543,"1","A"
"Cell213_1",1.94965938726164,-1.18783619315223,"2","A"
"Cell214_1",0.636239475359538,-1.1997153469149,"2","A"
"Cell215_1",0.0421678981453057,3.30477166102983,"3","A"
"Cell216_1",2.60444815861213,0.399531960529869,"2","A"
"Cell217_1",0.177189400135902,1.42244523801564,"3","A"
"Cell218_1",0.404714613918285,3.21795213956898,"3","A"
"Cell219_1",-2.66951627159882,-2.67800205735678,"1","A"
"Cell220_1",1.2502263771137,-1.11343288022507,"2","A"
"Cell221_1",-0.0252419082633719,-2.58932397455786,"1","A"
"Cell222_1",0.767874969891493,3.01064555888885,"3","A"
"Cell223_1",3.53234990700942,0.867123677002047,"2","A"
"Cell224_1",0.840486799099445,1.79334995168855,"3","A"
"Cell225_1",1.3749899238473,-0.184527120390949,"2","A"
"Cell226_1",-1.06378017615938,-2.44807764986172,"1","A"
"Cell227_1",-3.36988861694305,-3.12540587932315,"1","A"
"Cell228_1",-1.50767407401321,-1.55230282678322,"1","A"
"Cell229_1",2.83548139827928,-0.704202276750438,"2","A"
"Cell230_1",0.788077009884975,-0.210942822695807,"2","A"
"Cell231_1",-2.12456234032125,-0.0373185634243038,"1","A"
"Cell232_1",2.31710107803648,1.79637005943479,"3","A"
"Cell233_1",-0.266804255062698,1.69932973647515,"3","A"
"Cell234_1",-3.25528580260189,-3.41148087038714,"1","A"
"Cell235_1",2.08402745556571,-1.0377172570901,"2","A"
"Cell236_1",-0.714767250803182,1.33938153511704,"3","A"
"Cell237_1",1.07376965028924,2.3981865642554,"3","A"
"Cell238_1",-2.68739685139705,0.163530728133773,"3","A"
"Cell239_1",2.32507182815019,-1.1039503453232,"2","A"
"Cell240_1",3.6797077024079,-0.715724016737257,"2","A"
"Cell241_1",-3.73088249689634,-2.8023077224713,"1","A"
"Cell242_1",-2.79757692401885,-1.90620943753094,"1","A"
"Cell243_1",-0.00852392879827102,2.44601925273509,"3","A"
"Cell244_1",-3.37861040136902,-0.98334139983871,"1","A"
"Cell245_1",0.310443469622125,1.49527434958042,"3","A"
"Cell246_1",-1.58814112946679,-2.21468211115243,"1","A"
"Cell247_1",-1.67706934774105,-3.16240998477804,"1","A"
"Cell248_1",-0.704786972477039,1.78103690349847,"3","A"
"Cell249_1",3.38001484362474,1.42210807540015,"2","A"
"Cell250_1",1.31426211996604,2.40874073820714,"3","A"
"Cell251_1",0.281938552420515,2.33274030710118,"3","A"
"Cell252_1",-2.15577374535006,-1.19264475916773,"1","A"
"Cell253_1",-2.88010571243397,-1.79410362933255,"1","A"
"Cell254_1",1.82064592738504,-1.77092729246108,"2","A"
"Cell255_1",-0.814625062782778,1.48588889804199,"3","A"
"Cell256_1",1.1422789260746,2.28155544344098,"3","A"
"Cell257_1",1.66474222868215,-2.08631223504429,"2","A"
"Cell258_1",0.811058835169866,1.42238766892823,"3","A"
"Cell259_1",0.734481793745369,0.736912819465532,"3","A"
"Cell260_1",-2.27525802778916,-2.21649894158642,"1","A"
"Cell261_1",-1.71058704751821,-2.75196943263207,"1","A"
"Cell262_1",-1.44785639760553,-0.905356257713259,"1","A"
"Cell263_1",3.12205234771026,0.297060167920491,"2","A"
"Cell264_1",3.96209139573431,-0.0577816796495061,"2","A"
"Cell265_1",3.19586959621195,0.693621930164135,"2","A"
"Cell266_1",-0.313215772036409,2.09242728148849,"3","A"
"Cell267_1",1.81612954140752,-0.385871361155497,"2","A"
"Cell268_1",0.295933477103025,3.07478484247657,"3","A"
"Cell269_1",4.094481799947,-0.0234226397026378,"2","A"
"Cell270_1",2.53808270891328,-0.503208326004545,"2","A"
"Cell271_1",1.19937895501731,-0.825643344875752,"2","A"
"Cell272_1",2.78170332513304,-0.140807210262534,"2","A"
"Cell273_1",3.23026888048673,1.54665084606981,"2","A"
"Cell274_1",0.650407801815767,0.425587381872189,"3","A"
"Cell275_1",-2.82786099360736,-1.6081876219272,"1","A"
"Cell276_1",-0.778982039051616,3.25990018283165,"3","A"
"Cell277_1",1.21568495118607,1.92735004262218,"3","A"
"Cell278_1",-1.15012097906977,1.56649112403585,"3","A"
"Cell279_1",2.13687428680445,0.243618783161011,"2","A"
"Cell280_1",0.723086195309478,2.20027229253622,"3","A"
"Cell281_1",-3.01146685003904,-0.881741069370763,"1","A"
"Cell282_1",1.05349260492584,0.380214726230175,"2","A"
"Cell283_1",-0.144174594045241,2.03936219208093,"3","A"
"Cell284_1",-0.377151511703438,2.67419332737884,"3","A"
"Cell285_1",1.77508264207504,0.289376573067782,"2","A"
"Cell286_1",-0.220646265129171,2.27441698693028,"3","A"
"Cell287_1",-0.212131584751916,1.0479916019449,"3","A"
"Cell288_1",-1.56475574146918,-1.89824528973082,"1","A"
"Cell289_1",-1.4391920478508,-1.61835041943929,"1","A"
"Cell290_1",1.60961484531491,-0.572741842414182,"2","A"
"Cell291_1",-1.7105411279809,-1.68262621738488,"1","A"
"Cell292_1",1.22849289370451,2.88474925926729,"3","A"
"Cell293_1",0.54025499285185,3.50134848977728,"3","A"
"Cell294_1",2.48154076870064,-1.67713374508469,"2","A"
"Cell295_1",-3.15036199773533,-1.93406518424948,"1","A"
"Cell296_1",-0.30508370217033,0.434068545691694,"2","A"
"Cell297_1",2.80837504235585,1.16788593947203,"2","A"
"Cell298_1",0.539543787704761,-1.30228887160797,"2","A"
"Cell299_1",-2.48079038824332,-1.93402701844984,"1","A"
"Cell300_1",-1.61482310080092,-2.96027646690056,"1","A"
"Cell1_2",1.08100034028653,-0.684804786100142,"2","B"
"Cell2_2",-3.20935218966417,-3.15175053799472,"1","B"
"Cell3_2",-3.94654931038598,-3.04877780455868,"1","B"
"Cell4_2",0.919067005639857,-2.30254685350974,"1","B"
"Cell5_2",1.25751307035908,1.30009879189724,"2","B"
"Cell6_2",0.395328330418265,2.13859778364597,"3","B"
"Cell7_2",3.46483765879331,1.1468134786514,"2","B"
"Cell8_2",0.81464369261926,-1.88812213967726,"1","B"
"Cell9_2",-3.23286160434304,-2.18505397722515,"1","B"
"Cell10_2",-3.10719484010391,-3.02249716379065,"1","B"
"Cell11_2",1.87010360755912,1.38194138551205,"2","B"
"Cell12_2",4.01110615526772,-0.770115682797106,"2","B"
"Cell13_2",3.27338879015449,0.449890434113092,"2","B"
"Cell14_2",-2.89307230099157,0.0797608611983442,"1","B"
"Cell15_2",-0.345130353131006,0.320484360452566,"3","B"
"Cell16_2",-0.62159321185206,0.2803121630786,"3","B"
"Cell17_2",-0.993027032724265,1.06868777357671,"1","B"
"Cell18_2",-3.41484224336069,-2.52588524376656,"1","B"
"Cell19_2",3.39567527845475,-0.688620918882443,"2","B"
"Cell20_2",-2.98418455507718,-3.43494960723687,"1","B"
"Cell21_2",0.817427023114005,-0.221691163458782,"2","B"
"Cell22_2",0.511168621649843,3.23482068265039,"3","B"
"Cell23_2",0.880915480442042,-0.767684693852585,"2","B"
"Cell24_2",-2.60968036472409,0.404536910313197,"1","B"
"Cell25_2",0.393620326240534,2.38864961355144,"3","B"
"Cell26_2",-0.409327411467428,3.26425481011182,"3","B"
"Cell27_2",-1.02063358992845,3.14920859116311,"3","B"
"Cell28_2",-3.53109795852969,-2.73854601023208,"1","B"
"Cell29_2",3.68345590468699,0.977497143250039,"2","B"
"Cell30_2",3.13017266552748,1.79533491679577,"2","B"
"Cell31_2",-3.69109672254381,-3.18650946457821,"1","B"
"Cell32_2",-3.24171030433452,0.0161295975906506,"1","B"
"Cell33_2",1.70848082851774,2.96655457318382,"3","B"
"Cell34_2",2.62838377055488,0.512543546704156,"2","B"
"Cell35_2",-3.1798707219562,-2.73320427119922,"1","B"
"Cell36_2",3.0766168456442,1.7022832400676,"2","B"
"Cell37_2",-2.08429177590198,0.465606352020493,"3","B"
"Cell38_2",1.53533317107789,-1.91846823162157,"1","B"
"Cell39_2",-0.651238674595022,-2.02899556129174,"2","B"
"Cell40_2",3.30413302002564,-0.69016946467322,"2","B"
"Cell41_2",0.49166163704114,2.4028452410871,"3","B"
"Cell42_2",1.58616882726325,2.02975568512644,"3","B"
"Cell43_2",-1.93322412674432,0.470992862171443,"3","B"
"Cell44_2",0.0411362294598372,3.78375013491552,"3","B"
"Cell45_2",-3.75969793249763,-3.1113818244148,"1","B"
"Cell46_2",1.82135622969282,1.36538836903716,"2","B"
"Cell47_2",-1.86030744792225,-0.82864666116521,"3","B"
"Cell48_2",-2.43386073741881,-3.22901940931252,"2","B"
"Cell49_2",-3.02059119820703,-1.03498771043691,"1","B"
"Cell50_2",-1.96095339231372,0.155086940436441,"3","B"
"Cell51_2",1.49111657993032,-2.15624579709336,"1","B"
"Cell52_2",2.69965981277942,1.72708772748095,"3","B"
"Cell53_2",-0.709270361951288,2.22397568515201,"3","B"
"Cell54_2",1.3960805741872,0.0100174885874558,"2","B"
"Cell55_2",3.54796403308383,0.950641186117457,"2","B"
"Cell56_2",-2.04887208695642,-2.99415842139915,"2","B"
"Cell57_2",0.313453634868984,-2.10074766292105,"1","B"
"Cell58_2",-0.276777214184149,-2.0389081396816,"2","B"
"Cell59_2",-0.817605376361561,0.339422467479554,"3","B"
"Cell60_2",-1.39528429566412,2.62396539137088,"3","B"
"Cell61_2",0.256789902942874,1.27528871412885,"3","B"
"Cell62_2",-0.718198296851502,0.539019854045652,"3","B"
"Cell63_2",-0.749466459449579,-2.04995245369349,"2","B"
"Cell64_2",-1.69360730087569,-0.623197140652334,"3","B"
"Cell65_2",0.572079074213962,-1.14969067093896,"1","B"
"Cell66_2",0.357947243813646,-0.0515758118383738,"1","B"
"Cell67_2",-0.546316942625215,3.50171834772308,"3","B"
"Cell68_2",1.98996001789374,0.116257789494949,"2","B"
"Cell69_2",2.00359217226725,-1.06997017425189,"2","B"
"Cell70_2",3.11080124748723,0.726549561276357,"2","B"
"Cell71_2",-3.21206928429892,-2.21043029063132,"1","B"
"Cell72_2",-2.56097945784839,-3.05148623315177,"1","B"
"Cell73_2",3.00251453797215,0.703214319195965,"2","B"
"Cell74_2",1.28341466473454,3.08406082537902,"3","B"
"Cell75_2",-1.30519908998659,1.12181020683451,"3","B"
"Cell76_2",-2.39787879965189,-3.35684852601829,"1","B"
"Cell77_2",0.240692588920578,0.228351262412251,"3","B"
"Cell78_2",1.06705379261339,-0.686017937815633,"2","B"
"Cell79_2",2.0616989150122,1.18438849514452,"2","B"
"Cell80_2",-0.279177620370809,2.57435686907584,"3","B"
"Cell81_2",-3.28056377651732,-0.808528594585345,"1","B"
"Cell82_2",3.83494225953509,0.566655412431984,"2","B"
"Cell83_2",-1.71000316667272,0.801890661505393,"3","B"
"Cell84_2",-1.34876982476331,2.77022326368968,"3","B"
"Cell85_2",-2.52310106034178,0.211581420543928,"1","B"
"Cell86_2",-0.113084252286799,-0.346958472084415,"1","B"
"Cell87_2",0.20852440764263,3.42149089417004,"3","B"
"Cell88_2",0.527952245837926,-2.04243429155613,"1","B"
"Cell89_2",0.317971377809714,-0.80900919623778,"1","B"
"Cell90_2",3.81956554834439,0.757790810995071,"2","B"
"Cell91_2",4.21986213801433,-0.478875652610616,"2","B"
"Cell92_2",1.02731514184,1.99548034250721,"3","B"
"Cell93_2",-0.079093800772537,3.74059229191494,"3","B"
"Cell94_2",3.40851798948561,-0.318150532418764,"2","B"
"Cell95_2",1.37287740102316,-0.695302630207206,"2","B"
"Cell96_2",-3.68675751478717,-1.18584460133877,"1","B"
"Cell97_2",3.09966686330466,0.415951758843838,"2","B"
"Cell98_2",-2.80354747572074,-2.29167098521853,"1","B"
"Cell99_2",3.35080124143315,0.625402754214016,"2","B"
"Cell100_2",-1.30510436945727,3.1157368656466,"3","B"
"Cell101_2",-1.28570983326008,3.11758505342192,"3","B"
"Cell102_2",1.53256344140741,0.970868628818489,"2","B"
"Cell103_2",1.40146798426806,-0.427103944698155,"2","B"
"Cell104_2",4.13316879503523,-0.818892305331245,"2","B"
"Cell105_2",0.146923390962349,-2.35878024344594,"1","B"
"Cell106_2",-2.56254149386084,-1.67724126426905,"1","B"
"Cell107_2",-1.01846064062788,3.3370627300275,"3","B"
"Cell108_2",1.21043631386319,0.292022388799519,"2","B"
"Cell109_2",1.39482658034318,-2.25257064229014,"1","B"
"Cell110_2",0.201636362566999,1.51284736014581,"3","B"
"Cell111_2",-1.63418647023996,-2.65427884287703,"1","B"
"Cell112_2",-2.60792220889092,-0.684649012451402,"1","B"
"Cell113_2",1.54299808033227,-1.9980218248902,"1","B"
"Cell114_2",-0.108342281681825,3.79436169475418,"3","B"
"Cell115_2",0.670012254247049,-0.00593423658997527,"2","B"
"Cell116_2",1.88690203422382,-0.867421309074143,"2","B"
"Cell117_2",-2.04347392199483,0.178905715752239,"3","B"
"Cell118_2",-0.99287013940263,2.15806758229468,"3","B"
"Cell119_2",-2.78824867275795,-3.09399367539457,"1","B"
"Cell120_2",-0.396715033501742,2.26553087929843,"3","B"
"Cell121_2",0.0924462861785766,1.34456182606827,"3","B"
"Cell122_2",-3.28349946740104,-2.29151232485906,"1","B"
"Cell123_2",2.33692820485216,-1.06258872821707,"2","B"
"Cell124_2",0.336421228296848,1.89586078878513,"3","B"
"Cell125_2",-0.130300097272614,3.1247144308184,"3","B"
"Cell126_2",3.29783499484152,-0.0771954301621327,"2","B"
"Cell127_2",-1.84665161568485,0.632271886576048,"3","B"
"Cell128_2",-3.58783782962064,-0.375815637894692,"1","B"
"Cell129_2",0.850636670478062,-2.35486766693291,"1","B"
"Cell130_2",-1.90173480944072,0.58986391594351,"3","B"
"Cell131_2",-2.5040074538867,-0.716037959288336,"1","B"
"Cell132_2",-1.06455785621064,2.48569870362453,"3","B"
"Cell133_2",-3.51184752375346,-1.79121482534478,"1","B"
"Cell134_2",-2.17958287096335,-2.95521825665048,"1","B"
"Cell135_2",-3.37741582560922,-0.271187972097914,"1","B"
"Cell136_2",-3.16082852904473,-0.705996958742519,"3","B"
"Cell137_2",-1.08771829252388,-2.56432724071529,"1","B"
"Cell138_2",-0.353391338230631,-2.16363349921405,"2","B"
"Cell139_2",0.788537237739546,3.30140688118798,"3","B"
"Cell140_2",1.85520465933913,-1.10320564718447,"2","B"
"Cell141_2",0.0119971146481048,2.87941968901591,"3","B"
"Cell142_2",1.04400728310267,-1.57763367843994,"1","B"
"Cell143_2",-0.397007942527411,-2.08438111485923,"2","B"
"Cell144_2",-0.486293133226454,-0.30537894203941,"1","B"
"Cell145_2",-1.30636553720508,0.421044698674669,"3","B"
"Cell146_2",0.499653192600829,0.420585000372789,"1","B"
"Cell147_2",1.20637808402018,3.24790945399633,"3","B"
"Cell148_2",-0.0925442863353632,-0.168874772133956,"1","B"
