"id","UMAP1","UMAP2","cell_type","Datatype"
"Cell149_2",3.09945008104956,1.92485068592767,"2","B"
"Cell150_2",3.57041564354048,-0.575592471266936,"2","B"
"Cell151_2",0.69961934580713,-1.59291574372416,"1","B"
"Cell152_2",-2.65656320557048,0.404981487993916,"1","B"
"Cell153_2",-2.47758702492704,-0.566453039898894,"1","B"
"Cell154_2",-0.78529586297423,3.33821209881378,"3","B"
"Cell155_2",0.268417884849208,2.70573730895687,"3","B"
"Cell156_2",1.64096238191434,0.449820920044122,"2","B"
"Cell157_2",-0.253660700823163,-0.502900525930607,"1","B"
"Cell158_2",0.0858287191948266,1.88577974991277,"3","B"
"Cell159_2",1.50687615140028,3.37287669039474,"3","B"
"Cell160_2",2.80751313057266,2.01043508411323,"2","B"
"Cell161_2",0.124824111346818,-2.42775741530123,"1","B"
"Cell162_2",2.31762619039025,-1.27182115860808,"2","B"
"Cell163_2",-0.42538697570452,-1.69458618972731,"2","B"
"Cell164_2",2.25456936402574,0.511046000949158,"2","B"
"Cell165_2",0.16848494269928,2.05053249382001,"3","B"
"Cell166_2",-1.38029401358443,-2.46196870790864,"1","B"
"Cell167_2",-1.8249946275182,0.725571498878187,"3","B"
"Cell168_2",-1.9482430018107,-2.50352961218486,"1","B"
"Cell169_2",-3.14611687387188,-2.90070428977653,"1","B"
"Cell170_2",-1.27100723958683,0.621321576250857,"3","B"
"Cell171_2",3.2288619292055,0.17323307020964,"2","B"
"Cell172_2",-2.69076990221577,0.239002403882742,"1","B"
"Cell173_2",1.17754954269156,0.684647383281424,"2","B"
"Cell174_2",-1.6398465370285,1.25735688460887,"3","B"
"Cell175_2",-0.410815457004969,1.43911329244454,"3","B"
"Cell176_2",1.99633406724001,-1.30180678459027,"2","B"
"Cell177_2",0.77960290990874,-1.41102134108329,"1","B"
"Cell178_2",-2.34532030251341,-0.747533104611031,"3","B"
"Cell179_2",3.56802228108248,1.2533579420584,"2","B"
"Cell180_2",-3.06464396227563,-2.21043687583807,"1","B"
"Cell181_2",-1.32130924159145,1.07023596982822,"3","B"
"Cell182_2",-0.844771873969628,-0.426703445658763,"1","B"
"Cell183_2",2.66737769430336,0.83049312899555,"2","B"
"Cell184_2",-1.53178510936383,2.21746664079476,"3","B"
"Cell185_2",0.00282577813009022,-0.210548168820202,"1","B"
"Cell186_2",-3.32035663564856,-3.29831854294746,"1","B"
"Cell187_2",-1.1794516936963,0.185542973351812,"3","B"
"Cell188_2",3.72281979518139,0.829917095674301,"2","B"
"Cell189_2",-1.02835469352531,0.117807383776882,"3","B"
"Cell190_2",-2.97607956210305,-0.215851694573669,"1","B"
"Cell191_2",2.26684774360641,2.11345424293902,"3","B"
"Cell192_2",0.782814332706857,3.27149263741425,"3","B"
"Cell193_2",0.0328384481533095,2.123043450061,"3","B"
"Cell194_2",-0.19165612784911,2.97648232573781,"3","B"
"Cell195_2",-3.39648787870932,-3.27708217031975,"1","B"
"Cell196_2",1.93044561093507,-0.959937950555744,"2","B"
"Cell197_2",2.39334508268144,0.802779165144702,"2","B"
"Cell198_2",3.62299225088883,0.0473090068292101,"2","B"
"Cell199_2",-0.314648570016545,-1.25008219261358,"2","B"
"Cell200_2",3.22158621828924,0.439497119030536,"2","B"
"Cell201_2",-2.13357051298855,-1.64547153348048,"3","B"
"Cell202_2",-1.21937014818798,1.0567757562121,"3","B"
"Cell203_2",0.701386827324592,-2.16257143960123,"1","B"
"Cell204_2",-3.31114799687763,-1.9925903592081,"1","B"
"Cell205_2",-3.83388825872962,-2.77223648707219,"1","B"
"Cell206_2",3.59020428336731,-0.476753526464293,"2","B"
"Cell207_2",0.0472374373490525,3.87968245297793,"3","B"
"Cell208_2",-2.27675176434654,-2.40829702136257,"1","B"
"Cell209_2",1.7624992122113,3.02906007318384,"3","B"
"Cell210_2",-3.25182045789927,-3.42470702483052,"1","B"
"Cell211_2",1.14944616914493,1.61053638801311,"2","B"
"Cell212_2",-2.94921215379148,-3.2242169852205,"1","B"
"Cell213_2",4.2040174140367,-0.535913610745519,"2","B"
"Cell214_2",1.53392108238284,-1.15591063370415,"2","B"
"Cell215_2",0.928792121242902,3.24090598450658,"3","B"
"Cell216_2",2.10450184383214,1.21601842705617,"2","B"
"Cell217_2",-3.30949113033067,-0.0754593227145133,"3","B"
"Cell218_2",2.32991448273614,1.87013103552357,"3","B"
"Cell219_2",-3.69292969687225,-2.94477567745204,"1","B"
"Cell220_2",-1.9835707627141,-1.76237197827693,"2","B"
"Cell221_2",-3.01901562952345,-2.3932497449666,"1","B"
"Cell222_2",-1.35224496907891,0.882115720991846,"3","B"
"Cell223_2",-0.536162794415969,-2.27931653300592,"2","B"
"Cell224_2",0.210113062207121,1.48421489523459,"3","B"
"Cell225_2",1.74145425441705,-0.865799206515755,"2","B"
"Cell226_2",-3.11599595241976,-3.40005458449741,"1","B"
"Cell227_2",-2.34436429390387,-3.18411557505237,"1","B"
"Cell228_2",-1.8455166897693,-0.327398074326495,"1","B"
"Cell229_2",3.26775388246299,-0.43133285468856,"2","B"
"Cell230_2",1.76383702480594,1.00592074563386,"2","B"
"Cell231_2",1.01184494538812,-2.25353679930958,"1","B"
"Cell232_2",-0.278460466614418,2.75941684806734,"3","B"
"Cell233_2",-1.78180484350196,-0.136938794009869,"3","B"
"Cell234_2",-1.05716440828172,0.646357441385374,"1","B"
"Cell235_2",3.83202600749474,-0.769395577551628,"2","B"
"Cell236_2",0.319124236062505,1.40218838854251,"3","B"
"Cell237_2",-0.560815183800074,1.1262770832451,"3","B"
"Cell238_2",1.15994771446168,-0.0792401542580403,"3","B"
"Cell239_2",3.54138288999666,1.18137124410205,"2","B"
"Cell240_2",3.26898221441054,1.19926289518348,"2","B"
"Cell241_2",-0.191947526004469,-2.53897013770122,"1","B"
"Cell242_2",1.33922057210614,-2.23916485327428,"1","B"
"Cell243_2",3.6261005531455,-0.15641784268882,"3","B"
"Cell244_2",0.529002596419277,-1.79305060776486,"1","B"
"Cell245_2",-3.51422481022774,-0.243242890514562,"3","B"
"Cell246_2",-0.0222015967536038,-0.638403350988559,"1","B"
"Cell247_2",-3.64850996002554,-1.1092920503455,"1","B"
"Cell248_2",-1.29298016954641,0.796512826659512,"3","B"
"Cell249_2",1.59132367429228,-0.660089688904621,"2","B"
"Cell250_2",-0.656217218526659,3.09756976850836,"3","B"
"Cell251_2",-0.908273860809205,2.77563425075102,"3","B"
"Cell252_2",-3.70518039313838,-3.229611976371,"1","B"
"Cell253_2",0.625283247409924,-2.4525131827924,"1","B"
"Cell254_2",3.78376281516594,-0.649119860728791,"2","B"
"Cell255_2",-1.84520955396007,-1.18858157250462,"3","B"
"Cell256_2",0.0537201236052645,1.32019116679412,"3","B"
"Cell257_2",-2.8004714623321,-2.11061664681625,"2","B"
"Cell258_2",-0.649770370831562,2.96549960214554,"3","B"
"Cell259_2",-1.78942092684216,1.06671098797913,"3","B"
"Cell260_2",-2.6665569104828,-3.11282418881591,"1","B"
"Cell261_2",-1.50724854967074,-2.73023865310355,"1","B"
"Cell262_2",-2.78399562319435,-0.100576699267555,"1","B"
"Cell263_2",3.32615596849644,1.44752791851062,"2","B"
"Cell264_2",-0.431369965611512,-2.12133453592561,"2","B"
"Cell265_2",1.42624525917225,0.408200022151472,"2","B"
"Cell266_2",2.31783877649306,0.383389075415786,"3","B"
"Cell267_2",3.35673283885188,0.561732163983623,"2","B"
"Cell268_2",-1.83873853288465,0.537014911471836,"3","B"
"Cell269_2",3.57051378461891,-0.964215888776494,"2","B"
"Cell270_2",3.07048082348226,-0.583310876948959,"2","B"
"Cell271_2",2.31453277771209,0.150459173764477,"2","B"
"Cell272_2",1.55774038549118,0.861868584943134,"2","B"
"Cell273_2",-0.749790141680834,-1.79254731420784,"2","B"
"Cell274_2",-1.12580208884342,2.89616810299969,"3","B"
"Cell275_2",0.648037767669515,-2.3467815514129,"1","B"
"Cell276_2",-0.487258676348293,3.16119561111453,"3","B"
"Cell277_2",-0.248296962185508,0.84149054620498,"3","B"
"Cell278_2",-3.48204122326236,-0.797630896971157,"3","B"
"Cell279_2",2.51805300477021,0.339307758278062,"2","B"
"Cell280_2",-1.7678157726112,0.377502043635826,"3","B"
"Cell281_2",0.0761904881187263,-0.601304611499212,"1","B"
"Cell282_2",0.687911097060502,2.76485854716109,"2","B"
"Cell283_2",0.0106643345249777,1.37898984121869,"3","B"
"Cell284_2",2.38063836690189,2.01732226373994,"3","B"
"Cell285_2",2.03411155410428,-1.30116548198025,"2","B"
"Cell286_2",-0.983963224144733,2.43433724706188,"3","B"
"Cell287_2",-1.97632165011534,0.654184106612861,"3","B"
"Cell288_2",-2.64228449747783,-0.320391872653981,"1","B"
"Cell289_2",-3.34733233655259,-0.660453998906914,"1","B"
"Cell290_2",1.46452366404763,-0.737211720173139,"2","B"
"Cell291_2",0.834052746322586,-2.04575072779556,"1","B"
"Cell292_2",1.35090369845351,3.58031385398751,"3","B"
"Cell293_2",1.59364183532578,3.25281110020044,"3","B"
"Cell294_2",4.00257645293161,-0.477609180850884,"2","B"
"Cell295_2",0.998294294572787,-2.04609056208281,"1","B"
"Cell296_2",3.96484544247232,-0.76801978793236,"2","B"
"Cell297_2",0.992521079192149,1.3773502376123,"2","B"
"Cell298_2",2.5302636514867,1.22868305911965,"2","B"
"Cell299_2",-3.5109267290211,-1.39666999902165,"1","B"
"Cell300_2",-3.56267969133763,-1.49739318212763,"1","B"
